guid,text,tag
752,"RT Wild Turkeys-Wildcat Hills Nebraska 
",1
1377,"Nada de novo. Tudo já foi visto muito por aí. Mas ainda t?o atual. Adoro?? valentino shoes destroyed jeans de… 
",2
1075,"BRING IT! This is going to be freaking AWESOME. RockorBust thunderstruck HighwaytoHell 
",2
182,"?? 5X10 Distressed Photo Sentiment Quote Picture Frame 4X4 Photo Opening Valentine Gift 
",2
2898,"RT Ghetto girls this what happen when y'all poor kids have to shit out the gyro meat y'all fed em ?lol 
",0
523,"RT .@allisonvglobal on rejected flags (Images via globalnews1 flagday Flag50 
",2
1582,"Recordando un poquito... Infatuated Memories OrgulloSweetie 
",2
2039,"Your War Toys Crushed In High Heels HD-720p CRUSH via 
",0
4262,ピックお口だよ!!!??????????????????,0
3330,"Beauty Shop 0749 2 SILVERLON ACUTE SILVER BURN GLOVE DRESSING WOUND CARE SIZE MEDIUM 14228 NEW 2 SILVERLON ACUTE S… 
",1
228,"RT man this one was tough. finished Con badge for 
",2
3340,"Oh great. Has & his merry band of shake down artists shown up yet? TrashCansFullOfMoney 
",2
2559,"RT Both assassins crushed it at the AssassinsCreed Experience, with winning by a hair! 
",2
759,"Mild & Wild at it again?? 
",2
681,"Ah, bueno no soy la unica que se durmio tarde ayer. Mini Destroyed. 
",2
4131,ApplePay Apple,2
2562,"Just gave my boy that fresh cut 
",2
2656,"Why are you feeling despondent? Take the quiz: 
",2
970,"1st post in mindthegap blog series: Paralyzed vs. Stuck Hoping the difference empowers U! 
",2
457,"The Force of AI is weak in this one but StarWars - Jedi Knight II: Jedi Outcast is still fun. Q3 engine FTW! 
",0
2023,"crippled megs & bae ??? 
",2
1282,"RT School District Wants To Close Achievement Gap By Recruiting More Black Teachers: 
",1
1998,"RT Such a breathtaking show! MarilynForeverBlonde? Forever cherishing our meet & greet & my autographs.?@sunnythompson 
",2
4460,Why do you get distressed so much? Take the quiz:,2
4564,"RT I will follow EVERYONE, ANYONE, EVERYTWO, ANYTWO that favourite or retweet this!!! :D (only within 2days)",2
72,"MacBook Air falls over 300 metres from a plane - and survives the landing 
",0
3465,"Don't lead me into temptation ? No more space ???? 
",2
1790,"GUESS WHO IS FINALLY seeiNG TAYLOR SWIFT IN CONCERT AFTER ADORING HER SINCE 2006 !!/):&3'wH!2@""0hGrw$]+?=_=%-$_+'el 
",2
1647,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee??? 
",2
3017,"Jarlett de Grouchy is hiring a FMCG Insight Analyst, apply now! Leeds jobs 
",1
1698,"""@ThatKidRalph: I was going to be a child and violate butttt I'm grown shook 
",0
131,"RT I have shipped for over 5 years and it wasn't until 2 years ago I fell hard for these two. PROFOUNDLOVE 
",0
5056,God helps the POWERLESS one day at a time ..x 364,2
4343,and Hate,0
3116,"The eerie and mystical atmosphere of Santa Maria de Montserrat, beautifully incensed on Su… 
",2
3700,"Once Your Realize What’s REALLY Happening In This Video, You’ll Be?Stunned 
",2
360,"RT Allyah, look at a picture from kiddie carnival in Trinidad ?????? 
",2
2838,"RT ""I've been pitching it hard. Cuz the fans totally want it."" -@RealLucyLawless on Xena Revival 
",2
1799,"""@BethJiricek: Thanks for the RTs:) aglow!!... 
",2
3721,"Cameron still totally terrified of the British press rt politics satire RT 
",0
4980,,0
4260,RT Merchandise praising drug lord El Chapo is selling out like crazy,2
4659,RT Dean Mendez feeble bend NYC.,2
693,"My sweatshirt turned me green ): 
",1
4554,RT SNCBOLDcamp off to energetic start this morning! Stop in and visit the MulvaLibrary & SNCSandbox!,2
5081,"RT President has rejected the gay marriage offer by the US, stating that sodomy is against the law of Nigeria. htt…
",0
201,"RT My worst and only fear. 
",0
368,"RT FULL TIME: Schalke are beaten 1-0 in Frankfurt. SGES04 
",2
3091,"RT Rly cool idea: Interpreting graphs with sound for the visually impaired datscihack 
",2
2665,"Shawn: *Walked around looking like this: 
",1
3929,"So perfect so Worshipful ""@AliceSkary: Just a reminder that my feet are perfect. ;) 
",2
2086,"RT ExplainAnAnimePlotBadly Orphaned delinquent child with yellow hair and anger issues becomes leader of his village 
",2
359,"I WAS TAKING SELFIES AND I PUNCHED MYSELF IN THE FACE?!?! 
",2
3405,"RT When you try to talk to your crush but get too nervous 
",0
3232,"RT Ohana means family. Family means nobody gets left behind or forgotten. liloandtwitch 
",2
870,"Need a desk lamp for the gloomy winter evenings? Come to haywardsheath today! 
",1
2500,"Cheerful Tearful with original clothing - Full read by eBay 
",2
2361,"Heinz spectacularly miss the point over anti-dad accusations. dadsareparentstoo 
",1
879,"me Brooklyn girl gloomy grunge band bass darkness music musicians live cool c… 
",2
3390,"RT Mocked years on end for our hairstyles and lips but apparently Kylie Jenner started it lollllll 
",2
3269,"S Club 7 has a strange effect on some people. They get very lively. 
",2
3743,"RT The t-shirt I won came. Super thrilled and proud to wear it. Thank you so much. MegadethMondays CyberArmy … 
",2
347,"RT This is what many black Americans see and become increasingly infuriated! Change is needed! 
",0
2687,"Fashion advice from the ""Water Cure Journal Devoted to Physiology, Hydropathy & the Laws of Life"" (1854) dubious 
",1
2152,"Found in the Disgraced Playbill :) Can't wait for to open in NYC! 
",2
3412,"RT Don't get offended 
",0
2699,"RT many races have done stuff/""disgraced"" the flag but when black people do it, it's their entire race 
",0
4463,,1
1902,"bigrig -- At -- Ran When Parked. abandoned factory macktruck mack bigrig urbanexplo… 
",0
169,"RT When you get excited to watch the Grammys and you get told Rhianna is performing.. 
",0
2514,"RT nit 
",0
4558,RT LOOOK.,1
3275,"Gorgeous Milky Way seen from a lonely country road flanked by cornfields west of Lawrence, Kansas on 7/11/15. kswx 
",2
510,"RT We working MarieClaireMagazine 
",2
904,"We've posted plenty of smiling dogs before, but this one is the face of true happiness 
",2
1685,"Blog Post: VivaBianca Scorned Hot Horny Gorgeous Bra Fetish Famous 
",2
3796,"Are you troubled about low self-image? Take the quiz: 
",2
4664,RT Happy Birthday Sen. Bob Dole!! At 92 you remain a fervent advocate for disability rights in U.S. & abroad ADA25,2
1978,"RT but first, let me take a selfie 
",0
833,"Hammered myself again... fitness aching NoPainNoGain homegym boom 
",2
437,"Photos: Photographer got a rumble in the jungle as he was beaten by 30-stone gorilla 
",1
1004,"On day 9.. It's now in my daily routine.. Feeling guuuuurdddd! ? Aching PainNoGain FeelingGood 
",2
1164,"Amazing Sushi enjoyed world wide see more | Worthless Moveon lmao jelly burger sus… 
",2
3041,"LEFT OEM BMW 5/6 SERIES E60/E61/E63/E64 645 650 Auto DIM HEATED MIRROR GLASS LH 
",1
278,"Pretty girl! Very beautiful! Happiness to you! And Happy Valentine's Day! 
",2
713,"This vibrant young man could be yours tonight! He likes sports, guns, and being a dude, fav if you want him tonight! 
",2
2916,"RT Would you rather... 
",1
2615,"RT Doing dumb stuff has a price to pay??????? 
",1
4091,Cars Deals HERE > 91 20pc Set Red Black Auto Car Seat Covers Wheel Cover + Head Rests + …,1
3030,"Happy 4th bday to my Jo mommy love u 
",2
300,"RT Happy Valentine's Day to me 
",2
1279,"The most Vibrant Female SUP community in Europe! Sligowhoknew adventurecapital 
",1
274,"Stay tuned! teammazon KG27 zealous 
",2
4928,"""Success each day should be judged by the seeds sown, Not the harvest reaped"" Quotes SalesTipsTV",2
2323,"Lenox Caribbee Gravy Boat Attached Plate X-444 New Condition Retired HTF 
",2
4269,RT Human Rights Watch says South Sudan army crushed civilians with tanks. Burnt others alive. Gang raped young girls.,0
2498,"RT Happy birthday you cheerful little elf ??? 
",2
2547,"The Terrifying True Story Of How An Innocent Balloon Festival Crippled A City For Weeks - 
",0
241,"When you birdie a hole but lose it to a 'Nett Eagle' and you're absolutely fuming inside GCW 
",2
3866,"sunsetlover moneytrees Vegan ebooks -weight-loss program, and recipe books: Vibrant 
",1
2749,"my version of the dizzy challenge 
",2
1623,"1st post in mindthegap blog series: Paralyzed vs. Stuck Hoping the difference empowers U! 
",2
799,"Yes indeed! My result after nearly 5/6 weeks BGEpicJourney. Enthusiastic!! X 
",2
1929,"RT If know for broken promises on Fees, should be known for lies on the NHS getcameronout htt… 
",0
3878,"When you're a washed up athlete and its softball playoffs... You start stretching a hour and half before the game ? 
",0
1335,"What if I find someone new, but still fall asleep to the thought of you. ??love peace deucesbitch depressed st… 
",2
4705,This guy (smaller than a 5p) and about 60 of his mates frightened the crap out of my dog!,0
3267,"Walk Lively Barbie Doll 1182 Original Outfit ~ Vintage Mod 
",1
3219,"RT These kind of guys deserve everything. 
",2
1531,"Jesus JesusChrist WordofGod happy love blessed bible be strong igers manila world sotd ootd foodporn… 
",2
1716,"luggages Medium I had my previous purse for over 6 years and it is still in great condit… 
",2
2048,"RT MY NEPHEW GOT HIS HAIR CUT LIKE ZAYN 
",2
545,"RT “@LateNightSeth: An ex-girlfriend scorned is capable of anything. LNSM bahahha 
",2
2841,"Teenager on Humans & GeorgeMichael as a kid need better pic of George as a teen 
",0
1289,"RT [2015. 2. 9 4MINUTE] 6th MINI ALBUM Crazy Jacket Image ??? ??? 
",2
1598,"1 DAY ANTIQUES AUCTION - Antique Brass Enamel Punch & Judy Table Service Invalid Bell 
",2
1829,"RT Jyoti, she does vote for change ..hats off 
",0
614,"Swaythorpe East Yorkshire earthworks of deserted medieval village still visible deserted 
",1
571,"Singapore Changi Instagram by - Sinful 
",2
5015,RT I look so overjoyed,2
3920,"RT A million kids in the UK are going to get this tiny computer 
",1
2710,"RT The power of yoga to reframe disordered thinking! yoga edrecovery eatingdisorders htt… 
",1
1434,"Cayendo copos casi imperceptibles suficientes para hacerte sentir esa felicidad estúpida e infantil snow elated 
",2
2589,"RT How Author Teamwork Defeated Facebook. blogpost SundayBlogShare writetip IndieBooksBeSeen htt… 
",2
427,"Gmail Support & Help 
",2
3658,"RT ?RT?If You Like That Donald Trump Is Rebranding The Spineless GOP Brand ????????? Trump2016 
",2
2446,"RT Bill Clinton singing Blurred Lines by Robin Thicke 
",2
2719,"Why are you feeling dispirited? Take the quiz: 
",2
1853,"RT The Resistance Movement Needs Your Help Enlist Or Donate Today At And Get Belligerent 2A 
",1
4906,is here Networking professional,2
1833,"RT Why is this single baffled 
",2
4370,RT Cameron is desperate to make it illegal to talk about Israeli role in 9/11 . The house of cards will fall,0
3217,"So Pete's new suit is shinny? What kind of material is that, it's too flexible to be armor. 
",2
3059,"RT Watching Dogtanian on YouTube, thanks to and horrified my first love was bald and wore a onesie. :( 
",2
4866,RT Who compared you to drake though?! you ain't even the best rapper in your relationship!,0
3561,"it's a bit shaky but a time lapse of the sunset in portugal ? 
",2
57,"As proud of the lads as a doting (young!) mum. 
",2
154,"RT The NSA just captured the evil side of Valentine's Day in this perfect tweet 
",2
3193,"RT me: screaming w/ my mouth closed 
",0
3725,"should present till his last breath!! 
",2
398,"RT Slimy17 is exploring 4 oil in 1 of most isolated parts of Brazilian Amazon divest 
",0
416,"RT Who Am I? by 'is a raw and emotional story' reviews depression 
",2
4569,RT Video: DPS officer became enraged over cigarette | & SandraBland,0
3477,"Getting ready for institute on John Adams at Amherst. Mr. Adams seems perplexed! 
",2
4360,Why are you feeling desolate? Take the quiz:,0
1543,"left to right: minsky's and us! Early 90s, grim! 
",0
435,"WOMENS MARILYN MONROE WHITE DRESS HALLOWEEN OUTFIT COSTUME MEDIUM M 8 10 WIG 
",2
3080,"RT Wendy's feelings were so hurt ???? 
",0
2774,"RT We arrive in Rhamu and the crowds get ecstatic WalkOfHope 
",0
4588,"RT ??????????????????????! ???????????? ""?????"" SNSD ????????????????????? PPTVHD",2
1104,"vibrant liampaynepreferences Bulimia help.webs 1 bulimia recovery program: New Spli 
",1
1763,"Unbelievable training with this man speechless 
",2
1232,"RT The evolution of my hair. confused 
",2
48,"RT i could slide on these eyelashes 
",2
3225,"RT Many days lacking of tree of the day sorry here's today's! two in one! 
",0
3645,"Trying out the new summer brunch menu and sparkling mimosa bar! ? 
",2
787,"a little bit of sick and the driver evacuates the bus like a nuke had gone off. Over zealous? 
",2
2769,"RT Thank you Sir for appreciating our play MeraVohMatlabNahiTha. Your kind words made us so ecstatic.:) 
",2
36,"RT This is so important 
",2
4687,RT A new poll says Trump's in trouble — especially in swing states,0
4648,,2
2097,"RT If everyone does their small part, we will change HEARTS and MINDS about depression this year. Let's band together. 
",2
2129,"ecocreatehour discarded vintage photographs upcycle keepsakes 
",0
4572,cr.logo,2
2902,"RT И куда подевалась суперсила Халка? Почему Кришито не оторвало голову? Как не треснул Кубок? Неужто те ролики - ОБМАН? htt… 
",2
1454,"Love and happiness. ? CanadianGirl darkhairDontCare love happiness 
",2
4215,"RT He has one of the most beautiful, caring hearts in the entire world. You can't fight us on this. HarryApprecationDay h…
",2
4367,RT How Desperate Is Mother Funders PTO President Carla? - MotherFunders,0
3065,"esqueci-me completamente que tinha posto um par de álbuns de new order para ouvir mesmo na viagem, ups 
",2
3682,"Sus caras cuando en neo japón controlado por mafias ninjas la industria de las monas STILL GOING STRONG 
",2
3568,"RT You don’t want to find this in your chicken 
",0
411,"RT A light hearted moment on set with our actor dynamitefilm tatesteinsiek happy htt… 
",2
1280,"Roll on High Summer Fashion!! Can't get enough prints!! Goodbye Drab, Hello Fab!! vibrant gorgetextiles 
",2
3858,"A rare, vibrant and beautiful Islamic Nishapur glazed bowl, dating to 900 AD. 
",2
1068,"Test glazed tea teapots ceramics cornwall krowji whiteglaze craft handcrafted thrown clay purmorencrafts 
",1
1329,"Photograph ? Yes, we are up for it Puppy Cute Pose delighted love Delhi india_gram rt 
",2
3947,"Let's just say the other team got wrecked 
",0
5033,"RT WANTED: passionate Pack fans. Send pics/videos from games to show your Pack passion! Link ---> ht…
",2
1977,"Seriously this has got to go worthless eliminatethewaste 
",0
